,Category,Message,Cleaned
4838,0,That's one of the issues but california is okay. No snow so its manageable,that one issu california okay no snow manag
4839,1,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08715203652 Identifier Code: 42810 Expires 29/10/0,privat your account statement show un redeem s i m point call identifi code expir
4840,0,"Hmmm.... Mayb can try e shoppin area one, but forgot e name of hotel...",hmmm mayb tri e shoppin area one forgot e name hotel
4841,0,"Awesome, that gonna be soon or later tonight?",awesom gonna soon later tonight
4842,0,I need details about that online job.,i need detail onlin job
4843,1,YOU HAVE WON! As a valued Vodafone customer our computer has picked YOU to win a å£150 prize. To collect is easy. Just call 09061743386 ,you have won as valu vodafon custom comput pick you win prize to collect easi just call
4844,0,Missing you too.pray inshah allah,miss pray inshah allah
4845,0,Pls help me tell Ashley that i cant find her number oh,pl help tell ashley cant find number oh
4847,0,S.this will increase the chance of winning.,s increas chanc win
4848,0,either way works for me. I am  &lt;#&gt;  years old. Hope that doesnt bother you.,either way work i lt gt year old hope doesnt bother
4849,0,Maybe you should find something else to do instead???,mayb find someth els instead
4850,0,Gain the rights of a wife.dont demand it.i am trying as husband too.Lets see,gain right wife dont demand tri husband let see
4851,0,I liked your new house,i like new hous
4852,0,I'm fine. Hope you are also,i fine hope also
4853,0,"Also north carolina and texas atm, you would just go to the gre site and pay for the test results to be sent.",also north carolina texa atm would go gre site pay test result sent
4854,0,Same to u...,same u
4855,0,yes baby! I need to stretch open your pussy!,ye babi i need stretch open pussi
4856,0,Thanks  and ! Or bomb and date as my phone wanted to say! ,thank or bomb date phone want say
4858,0,"Hey, a guy I know is breathing down my neck to get him some bud, anyway you'd be able to get a half track to usf tonight?",hey guy i know breath neck get bud anyway abl get half track usf tonight
4859,0,"\Response\"" is one of d powerful weapon 2 occupy a place in others 'HEART'... So",respons one power weapon occupi place other heart so
4860,0,Nokia phone is lovly..,nokia phone lovli
4861,1,**FREE MESSAGE**Thanks for using the Auction Subscription Service. 18 . 150p/MSGRCVD 2 Skip an Auction txt OUT. 2 Unsubscribe txt STOP CustomerCare 08718726270,free messag thank use auction subscript servic p msgrcvd skip auction txt out unsubscrib txt stop customercar
4863,0,Sorry da..today i wont come to play..i have driving clas..,sorri da today wont come play drive cla
4864,0,I'm really sorry I lit your hair on fire,i realli sorri i lit hair fire
4865,0,"Oh! Shit, I thought that was your trip! Loooooool ... That just makes SO much more sense now ... *grins* and the sofa reference was ... The \sleep on a couch\"" link you sent me ... Wasn't that how you went on your trip ? Oh ... And didn't your babe go with you for that celebration with your rents?""",oh shit i thought trip loooooool that make so much sens grin sofa refer the sleep couch link sent wasn went trip oh and babe go celebr rent
4866,0,Okey dokey swashbuckling stuff what oh.,okey dokey swashbuckl stuff oh
4868,0,1. Tension face 2. Smiling face 3. Waste face 4. Innocent face 5.Terror face 6.Cruel face 7.Romantic face 8.Lovable face 9.decent face  &lt;#&gt; .joker face.,tension face smile face wast face innoc face terror face cruel face romant face lovabl face decent face lt gt joker face
4869,0,Dip's cell dead. So i m coming with him. U better respond else we shall come back.,dip cell dead so come u better respond els shall come back
4870,0,Well. You know what i mean. Texting,well you know mean text
4871,0,Hi dis is yijue i would be happy to work wif Ì_ all for gek1510...,hi di yiju would happi work wif gek
4872,0,Lol! Oops sorry! Have fun. ,lol oop sorri have fun
4873,0,Wat happened to the cruise thing,wat happen cruis thing
4874,0,"I know dat feelin had it with Pete! Wuld get with em , nuther place nuther time mayb?",i know dat feelin pete wuld get em nuther place nuther time mayb
4875,1,lyricalladie(21/F) is inviting you to be her friend. Reply YES-910 or NO-910. See her: www.SMS.ac/u/hmmross STOP? Send STOP FRND to 62468,lyricalladi f invit friend repli ye no see www sm ac u hmmross stop send stop frnd
4876,0,The world's most happiest frnds never have the same characters... Dey just have the best understanding of their differences...,the world happiest frnd never charact dey best understand differ
4878,0,Yeah just open chat and click friend lists. Then make the list. Easy as pie,yeah open chat click friend list then make list easi pie
4879,0,alright tyler's got a minor crisis and has to be home sooner than he thought so be here asap,alright tyler got minor crisi home sooner thought asap
4880,0,When/where do I pick you up,when i pick
4881,0,As usual u can call me ard 10 smth.,as usual u call ard smth
4883,0,For many things its an antibiotic and it can be used for chest abdomen and gynae infections even bone infections.,for mani thing antibiot use chest abdomen gyna infect even bone infect
4884,0,Poor girl can't go one day lmao,poor girl go one day lmao
4885,0,Or just do that 6times,or time
4887,0,You have to pls make a note of all she.s exposed to. Also find out from her school if anyone else was vomiting. Is there a dog or cat in the house? Let me know later.,you pl make note expos also find school anyon els vomit is dog cat hous let know later
4889,0,Sounds like there could be a lot of time spent in that chastity device boy ... *grins* ... Or take your beatings like a good dog. Going to lounge in a nice long bath now ?,sound like could lot time spent chastiti devic boy grin or take beat like good dog go loung nice long bath
4890,0,Its worse if if uses half way then stops. Its better for him to complete it.,it wors use half way stop it better complet
4891,0,Miserable. They don't tell u that the side effects of birth control are massive gut wrenching cramps for the first 2 months. I didn't sleep at all last night.,miser they tell u side effect birth control massiv gut wrench cramp first month i sleep last night
4892,0,Send me the new number,send new number
4894,1,Want the latest Video handset? 750 anytime any network mins? Half price line rental? Reply or call 08000930705 for delivery tomorrow,want latest video handset anytim network min half price line rental repli call deliveri tomorrow
4895,0,2 and half years i missed your friendship:-),half year miss friendship
4897,0,Oh for fuck's sake she's in like tallahassee,oh fuck sake like tallahasse
4898,0,"Haha, that was the first person I was gonna ask",haha first person i gonna ask
4899,1,"ou are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a å£500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18",ou guarante latest nokia phone gb ipod mp player prize txt word collect no ibhltd ldnw h p mtmsgrcvd
4900,0,Taka lor. Wat time u wan 2 come n look 4 us?,taka lor wat time u wan come n look us
4901,1,* FREE* POLYPHONIC RINGTONE Text SUPER to 87131 to get your FREE POLY TONE of the week now! 16 SN PoBox202 NR31 7ZS subscription 450pw,free polyphon rington text super get free poli tone week sn pobox nr zs subscript pw
4902,0,"\I;m reaching in another 2 stops.\""""",i reach anoth stop
4903,0,"no, i *didn't* mean to post it. I wrote it, and like so many other times i've ritten stuff to you, i let it sit there. it WAS what i was feeling at the time. I was angry. Before i left, i hit send, then stop. It wasn't there. I checked on my phone when i got to my car. It wasn't there. You said you didn't sleep, you were bored. So why wouldn't THAT be the time to clean, fold laundry, etc.? At least make the bed?",mean post i wrote like mani time ritten stuff let sit wa feel time i angri befor left hit send stop it i check phone got car it you said sleep bore so that time clean fold laundri etc at least make bed
4904,1,Warner Village 83118 C Colin Farrell in SWAT this wkend @Warner Village & get 1 free med. Popcorn!Just show msg+ticket@kiosk.Valid 4-7/12. C t&c @kiosk. Reply SONY 4 mre film offers,warner villag c colin farrel swat wkend warner villag get free med popcorn just show msg ticket kiosk valid c c kiosk repli soni mre film offer
4905,0,Will you come online today night,will come onlin today night
4906,0,Then anything special?,then anyth special
4907,0,"I'm in solihull, | do you want anything?",i solihul want anyth
4908,0,Will do. Have a good day,will have good day
4909,0,WE REGRET TO INFORM U THAT THE NHS HAS MADE A MISTAKE.U WERE NEVER ACTUALLY BORN.PLEASE REPORT 2 YOR LOCAL HOSPITAL 2B TERMINATED.WE R SORRY 4 THE INCONVENIENCE,we regret to inform u that the nh ha made a mistak u were never actual born pleas report yor local hospit b termin we r sorri the inconveni
4910,0,Love that holiday Monday feeling even if I have to go to the dentists in an hour,love holiday monday feel even i go dentist hour
4911,0,I am on the way to tirupur.,i way tirupur
4912,1,"Goal! Arsenal 4 (Henry, 7 v Liverpool 2 Henry scores with a simple shot from 6 yards from a pass by Bergkamp to give Arsenal a 2 goal margin after 78 mins.",goal arsen henri v liverpool henri score simpl shot yard pass bergkamp give arsen goal margin min
4913,0,You've already got a flaky parent. It'snot supposed to be the child's job to support the parent...not until they're The Ride age anyway. I'm supposed to be there to support you. And now i've hurt you. unintentional. But hurt nonetheless.,you alreadi got flaki parent it snot suppos child job support parent the ride age anyway i suppos support and hurt unintent but hurt nonetheless
4914,0,We took hooch for a walk toaday and i fell over! Splat! Grazed my knees and everything! Should have stayed at home! See you tomorrow! ,we took hooch walk toaday fell splat graze knee everyth should stay home see tomorrow
4915,0,"Just dropped em off, omw back now",just drop em omw back
4917,0,Sitting in mu waiting for everyone to get out of my suite so I can take a shower,sit mu wait everyon get suit i take shower
4918,0,Re your call; You didn't see my facebook huh?,re call you see facebook huh
4919,0,"G says you never answer your texts, confirm/deny",g say never answer text confirm deni
4920,0,"Its so common hearin How r u? Wat r u doing? How was ur day? So let me ask u something different. Did u smile today? If not, do it now.... Gud evng.",it common hearin how r u wat r u how ur day so let ask u someth differ did u smile today if gud evng
4922,0,Oh yah... We never cancel leh... Haha ,oh yah we never cancel leh haha
4923,0,We can go 4 e normal pilates after our intro...  ,we go e normal pilat intro
4924,0,Ok... Let u noe when i leave my house.,ok let u noe leav hous
4925,0,"Oh yes, why is it like torture watching england?",oh ye like tortur watch england
4926,0,Wanna do some art?! :D,wanna art d
4927,0,Just hopeing that wasnÛ÷t too pissed up to remember and has gone off to his sisters or something!,just hope piss rememb gone sister someth
4929,1,"Hi, the SEXYCHAT girls are waiting for you to text them. Text now for a great night chatting. send STOP to stop this service",hi sexychat girl wait text text great night chat send stop stop servic
4930,0,"Good morning, my boytoy! How's those yummy lips ? Where's my sexy buns now ? What do you do ? Do you think of me ? Do you crave me ? Do you need me ?",good morn boytoy how yummi lip where sexi bun what do think do crave do need
4931,0,Match started.india  &lt;#&gt;  for 2,match start india lt gt
4932,0,Once free call me sir.,onc free call sir
4933,0,Hey do you want anything to buy:),hey want anyth buy
4934,0,"Hey babe, how's it going ? Did you ever figure out where your going for New Years ?",hey babe go did ever figur go new year
4935,0,K..k.:)congratulation ..,k k congratul
4936,0,G wants to know where the fuck you are,g want know fuck
4937,0,No it was cancelled yeah baby! Well that sounds important so i understand my darlin give me a ring later on this fone love Kate x,no cancel yeah babi well sound import understand darlin give ring later fone love kate x
4938,0,Tomarrow i want to got to court. At  &lt;DECIMAL&gt; . So you come to bus stand at 9.,tomarrow want got court at lt decim gt so come bu stand
4939,0,ÌÏ go home liao? Ask dad to pick me up at 6...,go home liao ask dad pick
4940,0,Omg you can make a wedding chapel in frontierville? Why do they get all the good stuff?,omg make wed chapel frontiervil whi get good stuff
4941,0,"I'm eatin now lor, but goin back to work soon... E mountain deer show huh... I watch b4 liao, very nice...",i eatin lor goin back work soon e mountain deer show huh i watch b liao nice
4942,0,Check mail.i have mailed varma and kept copy to you regarding membership.take care.insha allah.,check mail mail varma kept copi regard membership take care insha allah
4943,0,Wrong phone! This phone! I answer this one but assume the other is people i don't well,wrong phone thi phone i answer one assum peopl well
4944,0,"Anyway I don't think I can secure anything up here, lemme know if you want me to drive down south and chill",anyway i think i secur anyth lemm know want drive south chill
4945,0,I'm already back home so no probably not,i alreadi back home probabl
4947,1,"Hi this is Amy, we will be sending you a free phone number in a couple of days, which will give you an access to all the adult parties...",hi ami send free phone number coupl day give access adult parti
4948,0,I am in bus on the way to calicut,i bu way calicut
4949,0,Hi its me you are probably having too much fun to get this message but i thought id txt u cos im bored! and james has been farting at me all night,hi probabl much fun get messag thought id txt u co im bore jame fart night
4950,0,hi baby im sat on the bloody bus at the mo and i wont be home until about 7:30 wanna do somethin later? call me later ortxt back jess xx,hi babi im sat bloodi bu mo wont home wanna somethin later call later ortxt back jess xx
4951,1,"Welcome to Select, an O2 service with added benefits. You can now call our specially trained advisors FREE from your mobile by dialling 402.",welcom select o servic ad benefit you call special train advisor free mobil diall
4952,0,I lost 4 pounds since my doc visit last week woot woot! Now I'm gonna celebrate by stuffing my face!,i lost pound sinc doc visit last week woot woot now i gonna celebr stuf face
4953,0,U coming back 4 dinner rite? Dad ask me so i re confirm wif u...,u come back dinner rite dad ask confirm wif u
4954,0,Doing my masters. When will you buy a bb cos i have for sale and how's bf,do master when buy bb co sale bf
4955,0,"Ahhhh...just woken up!had a bad dream about u tho,so i dont like u right now :) i didnt know anything about comedy night but i guess im up for it.",ahhhh woken bad dream u tho dont like u right didnt know anyth comedi night guess im
4956,0,I'm vivek:)i got call from your number.,i vivek got call number
4957,0,Why didn't u call on your lunch?,whi u call lunch
4958,0,"What i mean was i left too early to check, cos i'm working a 9-6.",what mean left earli check co work
4959,0,I want  &lt;#&gt;  rs da:)do you have it?,i want lt gt rs da
4962,0,I want to see your pretty pussy...,i want see pretti pussi
4963,1,Dear Voucher holder Have your next meal on us. Use the following link on your pc 2 enjoy a 2 4 1 dining experiencehttp://www.vouch4me.com/etlp/dining.asp,dear voucher holder have next meal us use follow link pc enjoy dine experiencehttp www vouch com etlp dine asp
4964,0,"A few people are at the game, I'm at the mall with iouri and kaila",a peopl game i mall iouri kaila
4965,1,URGENT! We are trying to contact U. Todays draw shows that you have won a å£2000 prize GUARANTEED. Call 09058094507 from land line. Claim 3030. Valid 12hrs only,urgent we tri contact u today draw show prize guarante call land line claim valid hr
4966,1,You can donate å£2.50 to UNICEF's Asian Tsunami disaster support fund by texting DONATE to 864233. å£2.50 will be added to your next bill,you donat unicef asian tsunami disast support fund text donat ad next bill
4967,0,Future is not what we planned for tomorrow.....! it is the result of what we do today...! Do the best in present... enjoy the future.,futur plan tomorrow result today do best present enjoy futur
4968,0,I will cme i want to go to hos 2morow. After that i wil cme. This what i got from her dear what to do. She didnt say any time,i cme want go ho morow after wil cme thi got dear she didnt say time
4969,0,We are supposed to meet to discuss abt our trip... Thought xuhui told you? In the afternoon. Thought we can go for lesson after that,we suppos meet discuss abt trip thought xuhui told in afternoon thought go lesson
4970,0,Hey come online! Use msn... We are all there,hey come onlin use msn we
4971,0,I'm fine. Hope you are good. Do take care.,i fine hope good do take care
4972,0,Oops I was in the shower when u called. Hey a parking garage collapsed at university hospital. See I'm not crazy. Stuff like that DOES happen.,oop i shower u call hey park garag collaps univers hospit see i crazi stuff like doe happen
4973,0,Aiyo u so poor thing... Then u dun wan 2 eat? U bathe already?,aiyo u poor thing then u dun wan eat u bath alreadi
4974,0,Yar... I tot u knew dis would happen long ago already.,yar i tot u knew di would happen long ago alreadi
4975,0,You are gorgeous! keep those pix cumming :) thank you!,you gorgeou keep pix cum thank
4977,0,JADE ITS PAUL. Y DIDNåÕT U TXT ME? DO U REMEMBER ME FROM BARMED? I WANT 2 TALK 2 U! TXT ME,jade it paul y didn t u txt me do u rememb me from barm i want talk u txt me
4978,0,Spending new years with my brother and his family. Lets plan to meet next week. Are you ready to be spoiled? :),spend new year brother famili let plan meet next week are readi spoil
4979,0,So what u doing today?,so u today
4980,0,I said its okay. Sorry,i said okay sorri
4981,0,Slept? I thinkThis time ( &lt;#&gt;  pm) is not dangerous,slept i thinkthi time lt gt pm danger
4982,0,Networking job is there.,network job
4983,1,goldviking (29/M) is inviting you to be his friend. Reply YES-762 or NO-762 See him: www.SMS.ac/u/goldviking STOP? Send STOP FRND to 62468,goldvik m invit friend repli ye no see www sm ac u goldvik stop send stop frnd
4984,0,Dont let studying stress you out. L8r.,dont let studi stress l r
4985,0,That's y u haf 2 keep me busy...,that u haf keep busi
4986,0,No rushing. I'm not working. I'm in school so if we rush we go hungry.,no rush i work i school rush go hungri
4987,0,Which channel:-):-):):-).,which channel
4988,0,So your telling me I coulda been your real Valentine and I wasn't? U never pick me for NOTHING!!,so tell i coulda real valentin i u never pick noth
4989,1,Phony å£350 award - Todays Voda numbers ending XXXX are selected to receive a å£350 award. If you have a match please call 08712300220 quoting claim code 3100 standard rates app,phoni award today voda number end xxxx select receiv award if match pleas call quot claim code standard rate app
4990,0,"We made it! Eta at taunton is 12:30 as planned, hope thatÛ÷s still okday?! Good to see you! :-xx",we made eta taunton plan hope still okday good see xx
4991,0,I'm hungry buy smth home...,i hungri buy smth home
4992,0,\HEY KATE,hey kate
4993,0,My drive can only be read. I need to write,my drive read i need write
4994,0,"Just looked it up and addie goes back Monday, sucks to be her",just look addi goe back monday suck
4995,0,Happy new year. Hope you are having a good semester,happi new year hope good semest
4996,0,Esplanade lor. Where else...,esplanad lor where els
4997,0,Can you talk with me..,can talk
4998,0,"Hmph. Go head, big baller.",hmph go head big baller
4999,0,Well its not like you actually called someone a punto. That woulda been worse.,well like actual call someon punto that woulda wors
5000,0,"Nope. Since ayo travelled, he has forgotten his guy",nope sinc ayo travel forgotten guy
5001,0,You still around? Looking to pick up later,you still around look pick later
5002,1,CDs 4u: Congratulations ur awarded å£500 of CD gift vouchers or å£125 gift guaranteed & Freeentry 2 å£100 wkly draw xt MUSIC to 87066 TnCs www.ldew.com1win150ppmx3age16 ,cd u congratul ur award cd gift voucher gift guarante freeentri wkli draw xt music tnc www ldew com win ppmx age
5003,0,There's someone here that has a year  &lt;#&gt;  toyota camry like mr olayiwola's own. Mileage is  &lt;#&gt; k.its clean but i need to know how much will it sell for. If i can raise the dough for it how soon after landing will it sell. Holla back.,there someon year lt gt toyota camri like mr olayiwola mileag lt gt k clean need know much sell if rais dough soon land sell holla back
5004,0,Guess which pub im in? Im as happy as a pig in clover or whatever the saying is! ,guess pub im im happi pig clover whatev say
5005,0,ILL B DOWN SOON,ill b down soon
5006,0,Oh k. . I will come tomorrow,oh k i come tomorrow
5007,0,Go fool dont cheat others ok,go fool dont cheat other ok
5008,0,"My mobile number.pls sms ur mail id.convey regards to achan,amma.Rakhesh.Qatar",my mobil number pl sm ur mail id convey regard achan amma rakhesh qatar
5009,0,"By the way, 'rencontre' is to meet again. Mountains dont....",by way rencontr meet mountain dont
5010,1,You have WON a guaranteed å£1000 cash or a å£2000 prize. To claim yr prize call our customer service representative on 08714712412 between 10am-7pm Cost 10p,you won guarante cash prize to claim yr prize call custom servic repres pm cost p
5011,0,U attend ur driving lesson how many times a wk n which day?,u attend ur drive lesson mani time wk n day
5012,0,"Uncle G, just checking up on you. Do have a rewarding month",uncl g check do reward month
5013,0,Hello boytoy ! Geeee ... I'm missing you today. I like to send you a tm and remind you I'm thinking of you ... And you are loved ... *loving kiss*,hello boytoy geeee i miss today i like send tm remind i think and love love kiss
5014,0,I think the other two still need to get cash but we can def be ready by 9,i think two still need get cash def readi
5015,0,Hey gals...U all wanna meet 4 dinner at nÌÂte? ,hey gal u wanna meet dinner n te
5016,1,Dear 0776xxxxxxx U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs,dear xxxxxxx u invit xchat thi final attempt contact u txt chat p msgrcvdhg suit land row w j hl ldn yr
5017,0,Babe ! What are you doing ? Where are you ? Who are you talking to ? Do you think of me ? Are you being a good boy? Are you missing me? Do you love me ?,babe what where who talk do think are good boy are miss do love
5018,0,Great! How is the office today?,great how offic today
5019,0,"It's cool, we can last a little while. Getting more any time soon?",it cool last littl get time soon
5020,0,:-( sad puppy noise,sad puppi nois
5021,0,Yes its possible but dint try. Pls dont tell to any one k,ye possibl dint tri pl dont tell one k
5022,0,Anyway holla at me whenever you're around because I need an excuse to go creep on people in sarasota,anyway holla whenev around i need excus go creep peopl sarasota
5023,0,Where you. What happen,where what happen
5024,0,I was gonna ask you lol but i think its at 7,i gonna ask lol think
5025,1,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/meg. CC: 08718720201 HG/Suite342/2lands Row/W1j6HL,ur cash balanc current pound maxim ur cash send go p meg cc hg suit land row w j hl
5026,1,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S.I.M. points. Call 08715203685 Identifier Code:4xx26 Expires 13/10/04,privat your account statement show un redeem s i m point call identifi code xx expir
5027,0,Go chase after her and run her over while she's crossing the street,go chase run cross street
5028,1,I'd like to tell you my deepest darkest fantasies. Call me 09094646631 just 60p/min. To stop texts call 08712460324 (nat rate),i like tell deepest darkest fantasi call p min to stop text call nat rate
5030,0,Hey... Very inconvenient for your sis a not huh?,hey veri inconveni si huh
5031,0,Ok i vl..do u know i got adsense approved..,ok vl u know got adsens approv
5032,0,"* Was really good to see you the other day dudette, been missing you!",wa realli good see day dudett miss
5033,0,I want to go to perumbavoor,i want go perumbavoor
5034,0,How many times i told in the stage all use to laugh. You not listen aha.,how mani time told stage use laugh you listen aha
5036,0,(You didn't hear it from me),you hear
5037,0,Thanks for being there for me just to talk to on saturday. You are very dear to me. I cherish having you as a brother and role model.,thank talk saturday you dear i cherish brother role model
5038,0,Pls clarify back if an open return ticket that i have can be preponed for me to go back to kerala.,pl clarifi back open return ticket prepon go back kerala
5039,1,Natalie (20/F) is inviting you to be her friend. Reply YES-165 or NO-165 See her: www.SMS.ac/u/natalie2k9 STOP? Send STOP FRND to 62468,natali f invit friend repli ye no see www sm ac u natali k stop send stop frnd
5040,0,She ran off with a younger man. we will make pretty babies together :),she ran younger man make pretti babi togeth
5041,1,Jamster! To get your free wallpaper text HEART to 88888 now! T&C apply. 16 only. Need Help? Call 08701213186.,jamster to get free wallpap text heart t c appli need help call
5042,0,O ic lol. Should play 9 doors sometime yo,o ic lol should play door sometim yo
5043,0,"Dunno, my dad said he coming home 2 bring us out 4 lunch. Yup i go w u lor. I call u when i reach school lor...",dunno dad said come home bring us lunch yup go w u lor i call u reach school lor
5045,0,Desires- u going to doctor 4 liver. And get a bit stylish. Get ur hair managed. Thats it.,desir u go doctor liver and get bit stylish get ur hair manag that
5046,0,Hmmm.still we dont have opener?,hmmm still dont open
5047,0,Yeah so basically any time next week you can get away from your mom &amp; get up before 3,yeah basic time next week get away mom amp get
5049,0,I will vote for wherever my heart guides me,i vote wherev heart guid
5050,0,With my sis lor... We juz watched italian job.,with si lor we juz watch italian job
5051,0,"Tick, tick, tick .... Where are you ? I could die of loneliness you know ! *pouts* *stomps feet* I need you ...",tick tick tick where i could die loneli know pout stomp feet i need
5052,0,Lmao you know me so well...,lmao know well
5054,0,Am on a train back from northampton so i'm afraid not! I'm staying skyving off today ho ho! Will be around wednesday though. Do you fancy the comedy club this week by the way?,am train back northampton afraid i stay skyve today ho ho will around wednesday though do fanci comedi club week way
5055,0,Goodnight da thangam I really miss u dear.,goodnight da thangam i realli miss u dear
5056,0,Hey next sun 1030 there's a basic yoga course... at bugis... We can go for that... Pilates intro next sat.... Tell me what time you r free,hey next sun basic yoga cours bugi we go pilat intro next sat tell time r free
5057,0,"Geeeee ... Your internet is really bad today, eh ?",geeeee your internet realli bad today eh
5058,1,Free video camera phones with Half Price line rental for 12 mths and 500 cross ntwk mins 100 txts. Call MobileUpd8 08001950382 or Call2OptOut/674,free video camera phone half price line rental mth cross ntwk min txt call mobileupd call optout
5059,0,I think i am disturbing her da,i think disturb da
5060,0,"Sorry, I'll call you  later. I am in meeting sir.",sorri i call later i meet sir
5061,0,Havent stuck at orchard in my dad's car. Going 4 dinner now. U leh? So r they free tonight?,havent stuck orchard dad car go dinner u leh so r free tonight
5062,0,Ok i also wan 2 watch e 9 pm show...,ok also wan watch e pm show
5063,0,I dunno lei... Like dun haf...,i dunno lei like dun haf
5064,0,But your brother transfered only  &lt;#&gt;  +  &lt;#&gt; . Pa.,but brother transfer lt gt lt gt pa
5065,0,I calls you later. Afternoon onwords mtnl service get problem in south mumbai. I can hear you but you cann't listen me.,i call later afternoon onword mtnl servic get problem south mumbai i hear cann listen
5066,1,83039 62735=å£450 UK Break AccommodationVouchers terms & conditions apply. 2 claim you mustprovide your claim number which is 15541 ,uk break accommodationvouch term condit appli claim mustprovid claim number
5067,0,Talk to g and x about that,talk g x
5068,0,Hai dear friends... This is my new &amp; present number..:) By Rajitha Raj (Ranju),hai dear friend thi new amp present number by rajitha raj ranju
5069,1,5p 4 alfie Moon's Children in need song on ur mob. Tell ur m8s. Txt Tone charity to 8007 for Nokias or Poly charity for polys: zed 08701417012 profit 2 charity.,p alfi moon children need song ur mob tell ur txt tone chariti nokia poli chariti poli zed profit chariti
5070,0,As in different styles?,as differ style
5071,1,WIN a å£200 Shopping spree every WEEK Starting NOW. 2 play text STORE to 88039. SkilGme. TsCs08714740323 1Winawk! age16 å£1.50perweeksub.,win shop spree everi week start now play text store skilgm tsc winawk age perweeksub
5072,0,Gud ni8 dear..slp well..take care..swt dreams..Muah..,gud ni dear slp well take care swt dream muah
5074,1,"This is the 2nd attempt to contract U, you have won this weeks top prize of either å£1000 cash or å£200 prize. Just call 09066361921",thi nd attempt contract u week top prize either cash prize just call
5075,0,"Well, i'm glad you didn't find it totally disagreeable ... Lol",well glad find total disagre lol
5076,0,"Guy, no flash me now. If you go call me, call me. How madam. Take care oh.",guy flash if go call call how madam take care oh
5077,1,Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705.,do want new nokia colour phone deliveredtomorrow with free minut mobil free text free camcord repli call
5078,0,Mark works tomorrow. He gets out at 5. His work is by your house so he can meet u afterwards.,mark work tomorrow he get hi work hous meet u afterward
5079,0,\Keep ur problems in ur heart,keep ur problem ur heart
5080,0,"Yeah, give me a call if you've got a minute",yeah give call got minut
5081,0,\HI BABE UAWAKE?FEELLIKW SHIT.JUSTFOUND OUT VIA ALETTER THATMUM GOTMARRIED 4thNOV.BEHIND OURBACKS åÐ FUCKINNICE!SELFISH,hi babe uawak feellikw shit justfound out via alett thatmum gotmarri thnov behind ourback fuckinnic selfish
5082,0,Amazing : If you rearrange these letters it gives the same meaning... Dormitory = Dirty room Astronomer = Moon starer The eyes = They see Election results = Lies lets recount Mother-in-law = Woman Hitler Eleven plus two =Twelve plus one Its Amazing... !:-),amaz if rearrang letter give mean dormitori dirti room astronom moon starer the eye they see elect result lie let recount mother law woman hitler eleven plu two twelv plu one it amaz
5083,0,Aiya we discuss later lar... Pick Ì_ up at 4 is it?,aiya discuss later lar pick
5084,0,Hey happy birthday...,hey happi birthday
5085,0,Sorry i missed your call. Can you please call back.,sorri miss call can pleas call back
5086,0,Omg if its not one thing its another. My cat has worms :/ when does this bad day end?,omg one thing anoth my cat worm bad day end
5087,0,"Good morning, im suffering from fever and dysentry ..will not be able to come to office today.",good morn im suffer fever dysentri abl come offic today
5088,0,I wont do anything de.,i wont anyth de
5089,0,What type of stuff do you sing?,what type stuff sing
5090,0,"St andre, virgil's cream",st andr virgil cream
5092,0,"My fri ah... Okie lor,goin 4 my drivin den go shoppin after tt...",my fri ah oki lor goin drivin den go shoppin tt
5093,0,Gokila is talking with you aha:),gokila talk aha
5094,0,"Hi Shanil,Rakhesh here.thanks,i have exchanged the uncut diamond stuff.leaving back. Excellent service by Dino and Prem.",hi shanil rakhesh thank exchang uncut diamond stuff leav back excel servic dino prem
5095,0,K.k.this month kotees birthday know?,k k month kote birthday know
5096,0,But i'm really really broke oh. No amount is too small even  &lt;#&gt; ,but realli realli broke oh no amount small even lt gt
5097,0,Sorry about that this is my mates phone and i didnt write it love Kate,sorri mate phone didnt write love kate
5098,1,"TheMob>Hit the link to get a premium Pink Panther game, the new no. 1 from Sugababes, a crazy Zebra animation or a badass Hoody wallpaper-all 4 FREE!",themob hit link get premium pink panther game new sugabab crazi zebra anim badass hoodi wallpap free
5099,0,"Ah, well that confuses things, doesnt it? I thought was friends with now. Maybe i did the wrong thing but i already sort of invited -tho he may not come cos of money.",ah well confus thing doesnt i thought friend mayb wrong thing alreadi sort invit tho may come co money
5100,0,"Aight, call me once you're close",aight call close
5101,0,Nope thats fine. I might have a nap tho! ,nope that fine i might nap tho
5102,1,This msg is for your mobile content order It has been resent as previous attempt failed due to network error Queries to customersqueries@netvision.uk.com,thi msg mobil content order it resent previou attempt fail due network error queri customersqueri netvis uk com
5103,0,In other news after hassling me to get him weed for a week andres has no money. HAUGHAIGHGTUJHYGUJ,in news hassl get weed week andr money haughaighgtujhyguj
5106,0,Ding me on ya break fassyole! Blacko from londn,ding ya break fassyol blacko londn
